Número,Fecha de entrega,Fecha de cierre,Prioridad,Estado,Título,Cerrado por,Nombre de Aplicación,Categoría del sitio,Bdo Tipo de Solicitud,Tipo solici,Tipo de Solicitud
"RF676454","06/03/25 10:48:10","06/03/25 22:12:10","4 - Baja","Cerrado","IRON MOUNTAIN - DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676654","06/03/25 14:12:02","12/03/25 16:12:20","4 - Baja","Cerrado","IRON MOUNTAIN / DESBLOQUEO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676670","06/03/25 14:26:46","06/03/25 22:47:57","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO IRON MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676841","06/03/25 16:53:44","07/03/25 12:22:50","4 - Baja","Cerrado","IRON MOUNTAIN Creación","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676898","06/03/25 17:51:08","07/03/25 12:21:43","4 - Baja","Cerrado","IRON MOUNTAIN / CREACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676903","06/03/25 18:05:47","07/03/25 14:34:15","4 - Baja","Cerrado","SOLICITUD DE DESBLOQUEO APLICATIVO IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676946","07/03/25 07:25:43","07/03/25 12:24:59","4 - Baja","Cerrado","DESBLOQUEO DE IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF676963","07/03/25 08:06:46","11/03/25 14:38:54","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF677049","07/03/25 09:52:30","10/03/25 08:40:27","4 - Baja","Cerrado","IRON MOUNTAIN /Creación","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677119","07/03/25 10:48:47","12/03/25 16:22:30","4 - Baja","Cerrado","desbloqueo usuario de IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677120","07/03/25 10:51:11","11/03/25 16:14:55","4 - Baja","Cerrado","SOLICITU DE DESBLOQUEO DE USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF677142","07/03/25 11:14:46","11/03/25 14:11:08","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO IRON (DOCUMENTA WEB)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677177","07/03/25 11:47:51","11/03/25 14:15:08","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO IRON (DOCUMENTA WEB)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677181","07/03/25 11:50:00","11/03/25 14:28:35","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677606","10/03/25 08:45:31","10/03/25 11:45:49","4 - Baja","Cerrado","DEBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF677653","10/03/25 09:17:36","11/03/25 14:35:38","4 - Baja","Cerrado","ACCESO DENEGADO APLICATIVO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677747","10/03/25 10:07:09","12/03/25 10:39:20","4 - Baja","Cerrado","HABILITACIÓN USUARIO - IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677752","10/03/25 10:11:41","14/03/25 12:09:10","4 - Baja","Cerrado","Creación usuario SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF677779","10/03/25 10:28:32","12/03/25 16:16:47","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF677878","10/03/25 11:43:20","10/03/25 15:04:21","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION CLAVE AIRON MOUNT","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF677961","10/03/25 13:28:08","12/03/25 15:35:48","4 - Baja","Cerrado","DESBLOQUEO DOCUMENTA WEB IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF678003","10/03/25 14:17:07","11/03/25 13:38:18","4 - Baja","Cerrado","IRON MOUNTAIN /DESBLOQUEO DE USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF678015","10/03/25 14:26:32","13/03/25 14:31:24","4 - Baja","Cerrado","CREACION DE USUARIO","MRODRIGUEZPE","KONCILIA","A","","",""
"RF678129","10/03/25 15:52:38","11/03/25 13:43:07","4 - Baja","Cerrado","DESBLOQUEAR USUARIO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF678181","10/03/25 16:19:32","11/03/25 13:52:51","4 - Baja","Cerrado","DESBLOQUEO USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF678456","11/03/25 09:03:23","12/03/25 15:39:51","4 - Baja","Cerrado","DESBLOQUEAR AIRON MONTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF678517","11/03/25 09:42:44","11/03/25 16:34:24","4 - Baja","Cerrado","USUARIO SERIVA Modificar Perfil","MRODRIGUEZPE","SERIVA","A","","",""
"RF678635","11/03/25 11:18:53","11/03/25 14:25:18","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF678726","11/03/25 12:57:16","13/03/25 15:35:58","4 - Baja","Cerrado","CREACION DE USUARIO EN KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF678727","11/03/25 12:59:25","12/03/25 16:32:09","4 - Baja","Cerrado","CREACION DE USUARIO EN KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF678797","11/03/25 14:28:41","12/03/25 10:35:31","4 - Baja","Cerrado","DESBLOQUEO APLICATIVO IRON MOUNTAIN - DOCUMENTA WEB","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF678837","11/03/25 14:56:17","12/03/25 10:37:35","4 - Baja","Cerrado","DESBLOQUEAR / IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF678869","11/03/25 15:22:47","12/03/25 15:37:48","4 - Baja","Cerrado","desbloqueo usuario","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF679345","12/03/25 11:13:34","13/03/25 14:32:00","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo de Novedad / Creación","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF679355","12/03/25 11:22:13","12/03/25 16:19:40","4 - Baja","Cerrado","SE AGARDECE DESBLOQUEO Y ASIGNACION DE USUARIO / BOR71371513 / INTENTOS FALLIDOS","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF679369","12/03/25 11:36:35","14/03/25 11:03:00","4 - Baja","Cerrado","DESBLOQUEAR Y ASIGNAR CONTRASEÑA IRON USUARIO BOR63539884","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF679417","12/03/25 12:07:57","14/03/25 12:05:32","4 - Baja","Cerrado","MODIFICAR  PERFIL Y ASIGNAR CLAVE EN SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF679423","12/03/25 12:09:15","14/03/25 13:15:12","4 - Baja","Cerrado","CREACION DE USUARIO","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF679440","12/03/25 12:17:21","14/03/25 13:05:36","4 - Baja","Cerrado","CAMBIO DE PERFIL ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF679654","12/03/25 15:49:02","13/03/25 14:45:03","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo de Novedad (Desbloqueo)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF679870","13/03/25 08:33:54","13/03/25 14:37:29","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION DE CLAVE","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF679928","13/03/25 09:34:44","14/03/25 12:16:05","4 - Baja","Cerrado","DESBLOQUEAR USUARIO EN SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF679945","13/03/25 09:47:59","17/03/25 17:09:25","4 - Baja","Cerrado","Creación Usuaria Seriva SECHAVARRIA","MRODRIGUEZPE","SERIVA","B","","",""
"RF679972","13/03/25 10:05:49","13/03/25 14:35:04","4 - Baja","Cerrado","DOCIT - Desbloqueo cuenta usuario IRON BOR1023866907N - GABRIEL SASTOQUE","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF680059","13/03/25 11:06:47","13/03/25 17:08:28","4 - Baja","Cerrado","Creación de Usuario y permisos KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF680099","13/03/25 11:36:48","13/03/25 14:50:39","4 - Baja","Cerrado","DESBLOQUEO USUARIO DE IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF680261","13/03/25 15:03:08","14/03/25 14:10:47","4 - Baja","Cerrado","CREACION DE USUARIO DE KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF680304","13/03/25 15:39:54","14/03/25 15:21:56","4 - Baja","Cerrado","CREACION DE USUARIO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF680327","13/03/25 15:56:47","14/03/25 11:05:36","4 - Baja","Cerrado","AIRON MOUNTAIN/DESBLOQUEO","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF680369","13/03/25 16:26:59","14/03/25 08:47:28","4 - Baja","Cerrado","DOCIT- DESBLOQUEAR USUARIO","MRODRIGUEZPE","SERIVA","A","","",""
"RF680977","14/03/25 16:49:14","17/03/25 10:36:36","4 - Baja","Cerrado","Creación de Usuario en Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF681729","17/03/25 16:52:01","18/03/25 14:55:36","4 - Baja","Cerrado","SWIFT BLOQUEADO","JZAMORANO","SWIFT DERECHO","A","","",""
"RF681787","17/03/25 17:47:21","18/03/25 11:52:19","4 - Baja","Cerrado","DESBLOQUEO USUARIO DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF681839","17/03/25 20:52:16","18/03/25 11:54:31","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF682015","18/03/25 10:47:30","20/03/25 10:06:38","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO Y REINICIO CONTRASEÑA SWIFT OCCI96394","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF682016","18/03/25 10:47:41","20/03/25 09:10:22","4 - Baja","Cerrado","DESBLOQUEO USUARIO Y REINICIO CLAVE","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF682551","19/03/25 10:36:27","20/03/25 09:11:54","4 - Baja","Cerrado","DESBLOQUEO USUARIO","MRODRIGUEZPE","ALFYN","A","","",""
"RF683375","20/03/25 14:15:03","26/03/25 10:11:41","4 - Baja","Cerrado","Creación y activación de usuarios en koncilia producción","MRODRIGUEZPE","KONCILIA","A","","",""
"RF683710","21/03/25 10:00:38","21/03/25 11:30:42","4 - Baja","Cerrado","Solicitud desbloqueo y cambio de clave usuario Seriva SN54840","MRODRIGUEZPE","SERIVA","B","","",""
"RF684781","25/03/25 16:35:30","26/03/25 08:42:28","4 - Baja","Cerrado","DOCIT DESBLOQUEO CRCC","MRODRIGUEZPE","CRCC","A","","",""
"RF685219","26/03/25 14:30:51","28/03/25 12:54:40","4 - Baja","Cerrado","creacion usuario deceval","MRODRIGUEZPE","DECEVAL","A","","",""
"RF685357","26/03/25 16:37:43","27/03/25 09:42:10","4 - Baja","Cerrado","DESBLOQUEO Y CLAVE PARA SERIVA DIVISAS","MRODRIGUEZPE","SERIVA","A","","",""
"RF685775","27/03/25 14:56:18","28/03/25 09:05:35","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF685780","27/03/25 14:58:07","31/03/25 11:21:25","4 - Baja","Cerrado","DECEVAL/Creación","MRODRIGUEZPE","DECEVAL","A","","",""
"RF685786","27/03/25 14:59:49","28/03/25 09:07:34","4 - Baja","Cerrado","DESBLOQUEAR USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF685920","27/03/25 16:42:36","28/03/25 15:44:34","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION DE ROL","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF686499","28/03/25 16:53:27","01/04/25 13:44:22","4 - Baja","Cerrado","CREACION DE USUARIO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF686707","31/03/25 09:13:01","01/04/25 14:02:32","4 - Baja","Cerrado","DESBLOQUEO USUARIO SIIDJ DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF686728","31/03/25 09:28:08","02/04/25 20:03:25","4 - Baja","Cerrado","Desbloquear el usuario","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF686946","31/03/25 12:03:02","01/04/25 14:38:58","4 - Baja","Cerrado","Creación de usuario","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF687147","31/03/25 16:03:46","01/04/25 16:08:17","4 - Baja","Cerrado","Docit // Creacion usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF687418","01/04/25 09:59:45","01/04/25 14:07:43","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF687645","01/04/25 13:42:36","10/04/25 14:51:31","4 - Baja","Cerrado","Creación cuenta usuario aplicación SERIVA - Hugo Mauricio Vélez García","MRODRIGUEZPE","SERIVA","A","","",""
"RF687649","01/04/25 13:50:19","14/04/25 12:18:09","4 - Baja","Cerrado","Creación cuenta usuario aplicación ALFYN - Hugo Mauricio Vélez García","MRODRIGUEZPE","ALFYN","A","","",""
"RF687917","01/04/25 16:50:02","02/04/25 18:26:37","4 - Baja","Cerrado","DOCIT-CREACION USUARIO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF687939","01/04/25 17:02:02","02/04/25 18:04:41","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF688076","02/04/25 08:54:52","04/04/25 10:04:57","4 - Baja","Cerrado","Creación cuenta usuario aplicación SERIVA (Renta Fija y Divisas) - RPASOXTE00C012","MRODRIGUEZPE","SERIVA","A","","",""
"RF688087","02/04/25 09:03:54","23/04/25 10:17:40","4 - Baja","Cerrado","Creación cuenta usuario aplicación CRCC - TE00C012","MRODRIGUEZPE","CRCC","A","","",""
"RF688142","02/04/25 09:43:21","02/04/25 19:49:25","4 - Baja","Cerrado","MODIFICACIÓN DE PERFIL EN ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF688167","02/04/25 10:00:37","08/04/25 12:30:51","4 - Baja","Cerrado","SOLICITAR PERFIL ESPEJO DEL USUARIO SN86846","MRODRIGUEZPE","SERIVA","C","","",""
"RF688586","02/04/25 17:12:03","07/04/25 12:17:33","4 - Baja","Cerrado","Modificación de perfil en usuario Alfyn.","MRODRIGUEZPE","ALFYN","A","","",""
"RF689033","03/04/25 12:16:37","23/04/25 10:28:20","4 - Baja","Cerrado","Creación cuenta usuario aplicación SERIVA Divisas - RPASOXTE00C012","MRODRIGUEZPE","SERIVA","A","","",""
"RF689037","03/04/25 12:20:10","23/04/25 10:30:00","4 - Baja","Cerrado","Creación cuenta usuario aplicación SERIVA Renta Fija – Usuario Robot RPASOXTE00C012","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF689273","03/04/25 15:53:36","14/04/25 12:22:04","4 - Baja","Cerrado","Creación usuario Koncilia proceso de minutas","MRODRIGUEZPE","KONCILIA","A","","",""
"RF689443","03/04/25 17:52:08","08/04/25 12:36:56","4 - Baja","Cerrado","Debloquear usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF689979","04/04/25 15:34:50","08/04/25 13:02:13","4 - Baja","Cerrado","Solicitud usuario seriva - Tesorería Front","MRODRIGUEZPE","SERIVA","A","","",""
"RF690597","07/04/25 13:42:39","14/04/25 14:54:37","4 - Baja","Cerrado","Modificación de perfil en usuario Alfyn.","MRODRIGUEZPE","ALFYN","A","","",""
"RF690849","07/04/25 17:40:14","16/04/25 14:33:50","4 - Baja","Cerrado","DECEVAL/Creación","MRODRIGUEZPE","DECEVAL","A","","",""
"RF690852","07/04/25 17:46:28","08/04/25 16:06:15","4 - Baja","Cerrado","Solicitud creación de usuario SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF690856","07/04/25 17:51:43","08/04/25 16:04:35","4 - Baja","Cerrado","CREACION USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF690861","07/04/25 18:05:24","10/04/25 14:41:10","4 - Baja","Cerrado","SOLICITUD CREACION USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF690864","07/04/25 18:14:03","10/04/25 15:02:08","4 - Baja","Cerrado","SOLICITUD ACCESO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF690872","07/04/25 18:20:41","08/04/25 11:04:11","4 - Baja","Cerrado","creacion de usuario seriva","MRODRIGUEZPE","SERIVA","A","","",""
"RF690995","08/04/25 09:43:41","08/04/25 16:37:45","4 - Baja","Cerrado","DOCIT - SOLICITUD CAMBIO DE PERFIL SERIVA DIVISAS","JZAMORANO","SERIVA","A","","",""
"RF691002","08/04/25 09:46:22","08/04/25 16:32:16","4 - Baja","Cerrado","DOCIT - SOLICITUD MODIFICACION SERIVA RENTA FIJA","JZAMORANO","SERIVA","A","","",""
"RF691333","08/04/25 15:01:41","14/04/25 15:40:50","4 - Baja","Cerrado","Creacion y activación de usuarios en koncilia producción - LSASTUDILLO","MRODRIGUEZPE","KONCILIA","A","","",""
"RF691440","08/04/25 16:41:51","16/04/25 11:19:50","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF691668","09/04/25 09:34:57","15/04/25 16:33:07","4 - Baja","Cerrado","desbloquear usuario OCCI48214","MRODRIGUEZPE","SWIFT DERECHO","B","","",""
"RF691895","09/04/25 12:06:12","14/04/25 14:11:19","4 - Baja","Cerrado","creacion de usuario seriva","MRODRIGUEZPE","SERIVA","A","","",""
"RF692164","09/04/25 16:53:50","14/04/25 15:14:27","4 - Baja","Cerrado","Creacion Usuario Koncilia","MRODRIGUEZPE","KONCILIA","A","","",""
"RF692241","10/04/25 07:17:16","10/04/25 15:45:36","4 - Baja","Cerrado","Desbloqueo Seriva","MRODRIGUEZPE","SERIVA","A","","",""
"RF692360","10/04/25 09:35:29","21/04/25 15:49:49","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF693117","11/04/25 11:30:47","23/04/25 12:03:15","4 - Baja","Cerrado","ACCESO APLICATIVO KONCILIA","MRODRIGUEZPE","KONCILIA","A","","",""
"RF695512","21/04/25 11:56:15","23/04/25 12:28:58","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO Y REINICIO CONTRASEÑA SWIFT OCCI96607","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF695859","22/04/25 08:42:25","23/04/25 09:09:42","4 - Baja","Cerrado","Desbloqueo Seriva","MRODRIGUEZPE","SERIVA","B","","",""
"RF696288","22/04/25 16:36:16","23/04/25 09:14:47","4 - Baja","Cerrado","CREACION DE USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF696780","23/04/25 14:52:40","12/05/25 17:24:19","4 - Baja","Cerrado","CREACION DE USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF697025","24/04/25 08:41:34","24/04/25 15:16:02","4 - Baja","Cerrado","Desbloqueo usuario seriva - Camilo Valencia DOCIT","MRODRIGUEZPE","SERIVA","A","","",""
"RF697842","25/04/25 10:20:21","09/05/25 17:48:50","4 - Baja","Cerrado","SOLICITUD ACCESO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF699409","29/04/25 11:16:49","29/04/25 14:16:37","4 - Baja","Cerrado","solicitud desbloqueo SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF699861","29/04/25 17:30:32","05/05/25 16:49:30","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF700139","30/04/25 10:50:08","05/05/25 16:55:00","4 - Baja","Cerrado","Permisos PROD Koncilia","MRODRIGUEZPE","KONCILIA","B","","",""
"RF700149","30/04/25 10:54:13","05/05/25 16:51:26","4 - Baja","Cerrado","Permisos PROD Koncilia","MRODRIGUEZPE","KONCILIA","B","","",""
"RF703039","06/05/25 17:15:00","09/05/25 18:05:53","4 - Baja","Cerrado","POR FAVOR CREACION DE USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF703869","07/05/25 15:47:14","09/05/25 18:32:28","4 - Baja","Cerrado","POR FAVOR CREACION DE USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF705490","09/05/25 16:12:37","13/05/25 14:38:30","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION DE CLAVE","JZAMORANO","CLEARSTREAM","A","","",""
"RF716690","03/06/25 08:57:05","03/06/25 13:54:04","4 - Baja","Cerrado","DOCIT-USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF716696","03/06/25 09:01:11","03/06/25 13:55:04","4 - Baja","Cerrado","DOCIT-USUARIO SERIVA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF716839","03/06/25 10:28:52","03/06/25 13:36:07","4 - Baja","Cerrado","Reestablecimiento clave seriva RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF720436","10/06/25 09:55:12","12/06/25 14:32:31","4 - Baja","Cerrado","Desbloqueo y Asignacion nueva Clave Seriva","MRODRIGUEZPE","SERIVA","B","","",""
"RF720754","10/06/25 15:34:54","12/06/25 14:34:50","4 - Baja","Cerrado","CREACION USUARIO SERIVA Y  RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF721305","11/06/25 14:22:54","18/06/25 18:17:44","4 - Baja","Cerrado","DESBLOQUEO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF721455","11/06/25 15:51:33","16/06/25 11:34:02","4 - Baja","Cerrado","INGRESO HERRAMIENTA DIGITAL TARJETA DE CREDITO","MRODRIGUEZPE","SERIVA","B","","",""
"RF722029","12/06/25 12:17:36","12/06/25 15:03:42","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF723328","16/06/25 11:01:45","19/06/25 15:47:48","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO Y RESTAURACIÓ DE CLAVE SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF723792","17/06/25 08:16:35","17/06/25 11:54:49","4 - Baja","Cerrado","Desbloqueo usuario alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF723800","17/06/25 08:20:16","17/06/25 11:55:46","4 - Baja","Cerrado","Desbloqueo usuario alfyn.","MRODRIGUEZPE","ALFYN","A","","",""
"RF723872","17/06/25 09:29:34","20/06/25 14:25:31","4 - Baja","Cerrado","Creación y activación de usuarios en koncilia producción","MRODRIGUEZPE","KONCILIA","A","","",""
"RF723923","17/06/25 10:04:14","20/06/25 14:45:11","4 - Baja","Cerrado","Creación y activación de usuarios en Koncilia producción","MRODRIGUEZPE","KONCILIA","B","","",""
"RF724056","17/06/25 11:33:29","20/06/25 14:18:13","4 - Baja","Cerrado","Creacion y activación de usuarios en koncilia producción","MRODRIGUEZPE","KONCILIA","A","","",""
"RF725256","19/06/25 11:12:25","24/06/25 16:44:39","4 - Baja","Cerrado","USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF725259","19/06/25 11:14:48","25/06/25 09:32:52","4 - Baja","Cerrado","USUARIO ALFYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF725811","20/06/25 10:24:46","20/06/25 14:48:50","4 - Baja","Cerrado","DESBLOQUEO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF725813","20/06/25 10:26:00","20/06/25 14:49:42","4 - Baja","Cerrado","DESBLOQUEO SERIVA DIVISAS","MRODRIGUEZPE","SERIVA","A","","",""
"RF725993","20/06/25 14:08:27","24/06/25 15:48:20","4 - Baja","Cerrado","desbloqueo del usuario S758741","MRODRIGUEZPE","SERIVA","A","","",""
"RF726363","24/06/25 08:51:51","25/06/25 15:46:22","4 - Baja","Cerrado","USUARIO BLOQUEADO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF726717","24/06/25 14:07:31","26/06/25 19:35:01","4 - Baja","Cerrado","Desbloqueo usuario alfyn.","MRODRIGUEZPE","ALFYN","A","","",""
"RF726942","24/06/25 16:38:18","26/06/25 19:21:19","4 - Baja","Cerrado","DESBLOQUEO CLEARSTREAM","MRODRIGUEZPE","CLEARSTREAM","A","","",""
"RF727052","24/06/25 21:07:50","26/06/25 08:30:55","4 - Baja","Cerrado","DESBLOQUEO Y ASIGNACION DE CONTRASEÑA","MRODRIGUEZPE","SERIVA","A","","",""
"RF727992","26/06/25 11:27:22","02/07/25 15:10:29","4 - Baja","Cerrado","DOCIT- SOLICITUD CREACION AFLYN","MRODRIGUEZPE","ALFYN","A","","",""
"RF727999","26/06/25 11:31:35","03/07/25 11:12:31","4 - Baja","Cerrado","Creacion y activación de usuarios en koncilia producción","MRODRIGUEZPE","KONCILIA","A","","",""
"RF728205","26/06/25 15:43:21","01/07/25 16:29:18","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF728623","27/06/25 12:34:14","27/06/25 15:56:40","4 - Baja","Cerrado","SAP BO / Tipo de Novedad (Creación, modificación, eliminación)","MRODRIGUEZPE","SERIVA","B","","",""
"RF728977","30/06/25 11:07:24","02/07/25 15:11:33","4 - Baja","Cerrado","Solicitud Creación de Usuario Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF728981","30/06/25 16:17:44","01/07/25 11:33:55","4 - Baja","Cerrado","DOCIT- DESBLOQUEAR Y GENERAR NUEVA CLAVE","MRODRIGUEZPE","SERIVA","A","","",""
"RF729052","01/07/25 08:37:41","01/07/25 11:18:51","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF729131","01/07/25 09:26:00","01/07/25 15:47:24","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO SERIVA RENTA FIJA Y GENERACION DE NUEVA CLAVE","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
